item_id;vectors
1163;0.045464396|0.13892931|0.4400836|0.45187062|0.29899302|0.7865289|0.48996973|-0.63282204|-0.10801008|-0.19304034|-0.3712132|-0.80297446|-0.5675103|0.73590267|0.23896131|-0.48256117|-0.380091|-0.31140813|-0.3156497|0.44530782|-0.01681976|0.45191863|0.020765573|0.28419372|0.121984586|0.5638004|-0.30797544|0.49875563|0.33647805|-0.50593865|-0.7901606|-0.10735693|-0.36586303|0.25584945|0.21726696|0.45802385|0.53473985|0.2958245|-0.18041351|-0.17265172|-0.08244145|0.44055575|-0.61869013|0.30909494|0.21928665|-0.51164484|-0.5758996|0.3974402|-0.32242858|0.7473155|0.25113145|0.25479555|0.4401672|0.92802835|-0.65425|0.16745988|0.51179856|0.0021406636|-0.4655831|0.2603955|0.41748834|0.64199543|-0.44377577|0.0052843094|0.44657654|0.13391036|0.3769158|-0.47116306|0.24536875|0.6197822|-0.4520924|-0.14378798|-0.6649968|-0.7346556|0.588817|-0.021091327|0.19959597|-0.45189673|0.09716803|0.20136969|-1.1290026|0.3041238|0.2045073|-0.021067083|0.53171575|0.057064444|-0.22270398|0.016942933|0.38142866|0.32651052|0.09475425|0.053405628|-0.27665883|-0.22020558|-0.46276593|0.2798717|-0.108438045|-0.32042843|-0.7047151|0.22629514
1164;-0.31887782|0.42209452|0.010725617|0.5266324|-0.2016205|0.6927002|0.5521519|-0.19222285|-0.056213975|-0.07350509|-0.43728426|-0.24177223|-0.21260175|0.8706211|0.2654284|0.088921554|-0.5272318|-0.14179634|-0.07352571|-0.15595356|0.3101926|0.7248045|0.026704162|0.13129044|0.13973226|0.7549014|-0.121921614|0.087975234|0.23495424|0.249973|-0.6454538|0.020359516|-0.3004277|-0.023777023|0.17106083|0.036042243|0.44001693|0.38909802|0.009198114|-0.7066489|0.20591709|0.4368829|-0.46896613|0.16319564|0.14767541|-0.45198542|-0.11797425|0.6696174|0.15528983|0.6097026|0.34013933|0.34238598|-0.13995585|0.80648637|-0.66071975|0.5708686|0.58798796|0.21528867|-0.4477197|0.077054456|0.1893868|0.4540453|0.5254768|0.017180324|0.409989|0.40876448|0.19402881|-0.9791062|0.59357|0.7983612|0.22447899|0.23068939|-0.2808442|-0.81519884|0.3102033|-0.014254957|-0.029174399|-0.4962082|0.2679379|0.18896227|-0.7399638|0.34125316|0.37402153|0.110834844|0.49617058|0.30631262|-0.21598248|-0.41020358|0.43348414|0.04518737|0.08543408|-0.3277712|-0.23683602|-0.45055482|-0.38685095|0.25896394|0.2097562|-0.3517937|-0.5147987|-0.090642706
1165;-0.102615155|0.3945339|0.4023148|0.4487607|-0.021996219|0.33089164|0.30287474|-0.45610923|-0.31075585|0.2841103|-0.09745768|-0.46914768|-0.2918052|0.3920583|0.2506459|0.037985854|-0.10979867|-0.13968533|-0.1658476|0.13056517|0.16804083|0.31399536|0.35285273|0.2526704|-0.12683874|0.38406444|-0.0068514496|0.27736944|0.079051256|0.19301718|-0.53754884|-0.2268509|-0.29792634|0.31071156|0.21971849|0.6231295|0.35223284|0.13395767|0.21525092|-0.23627895|0.113934465|0.21866094|-0.34716794|-0.042199936|0.27258515|-0.36905795|-0.3198819|0.5062735|0.043120205|0.23437327|0.7254182|0.2561305|0.24177939|0.6155075|-0.26160628|0.0433726|0.61990184|-0.26342085|-0.026449993|0.3269551|0.033324003|0.1920755|-0.3223905|0.22356981|0.11517379|-0.009150401|0.2500084|-0.64305276|-0.006574005|0.26249287|-0.721879|0.2101462|-0.82704216|-0.316428|0.22597033|-0.120731235|-0.36668515|-0.18469411|-0.12786299|0.34049317|-0.6329214|0.25954643|-0.073531695|0.046716124|0.5520423|-0.21615042|-0.08154498|0.36084023|0.26188317|0.13812023|-0.10437393|-0.2696807|-0.20234746|-0.18836601|-0.60921603|0.25823587|0.06505343|-0.44804806|-0.35148555|0.21209145
1166;-0.20431869|0.22060837|0.7827099|0.39789516|0.0971393|0.36247876|0.4625249|-0.1210907|-0.22433436|0.43877152|-0.09166943|-0.40635312|-0.17914474|0.2248897|0.2926401|0.07698845|-0.37929794|0.03239596|-0.39554375|0.088786624|0.022633791|0.76801026|0.51478803|0.46750307|-0.02215594|0.39843893|0.040911403|0.30311158|0.30870414|0.18994825|-0.23927207|0.0067744553|-0.13914439|-0.040845737|0.37360102|0.9746716|0.36646983|0.41750658|0.37631106|-0.5641252|0.05231362|-0.065124914|-0.42639762|0.19986922|0.38756365|-0.30721226|-0.28596863|1.0541285|0.044524483|0.25141627|0.42036346|0.2645912|0.25583565|0.8430445|-0.31442666|-0.07795963|0.79652524|-0.17613399|-0.507491|0.5808898|0.25195616|0.25706407|-0.1508018|0.24244568|0.08208269|0.32963645|0.3698849|-0.058627933|0.38023567|0.32348093|-0.26431552|0.05375298|-1.1959126|-0.26752633|0.16427055|-0.2764275|-0.62947476|-0.28473932|0.085066855|0.39745727|-0.5513221|0.5342145|-0.6892729|-0.10086921|1.032645|0.23164803|0.4272349|0.3265234|0.145966|0.37759158|-0.048870437|-0.032338545|-0.38321608|-0.19198792|-1.1885936|0.21596855|0.4328148|-0.63425106|-0.7842432|0.6713885
1167;-0.34405702|0.1628002|0.14076841|0.1659858|-0.07476039|0.5631744|0.9665234|-0.27486846|-0.19132929|0.5073755|-0.38278943|-0.8094816|-0.31487906|0.35039002|0.23611325|0.15190007|-0.66974974|-0.65247405|0.2881577|0.15081783|-0.09183861|0.31767923|-0.016524225|0.18893112|-0.30941743|0.3423844|-0.24506527|0.26385275|0.5280886|0.26427543|-0.3033933|0.04635206|0.00903669|0.5365449|0.29492798|0.6125542|0.33823663|0.6471611|-0.29254287|-0.3066957|-0.19989529|0.19046684|-0.598325|0.22737992|-0.24659167|-0.4119537|-0.52918494|0.61641663|0.1735633|0.71416354|0.013763204|0.24117553|0.1632194|0.7630075|-0.55635667|0.378326|0.5691236|-0.055346966|-0.3391359|0.5394913|0.5006883|0.21394089|0.20751338|-0.18497482|0.17588958|0.15355384|-0.07897927|-0.6735573|0.4602748|0.5807223|-0.030505449|-0.4480132|-0.77448756|-0.7849761|-0.054014176|-0.45602047|-0.11158899|0.0065690577|0.06923221|0.20526654|-0.35406837|0.22282976|-0.022086538|-0.09747715|0.62612355|0.098939925|-0.019893475|0.012108311|0.49563923|0.20411642|0.08132289|-0.40040833|-0.32371026|-0.17927283|-0.15922928|0.41817343|-0.30463928|0.050712854|-1.0026857|0.5042686
1168;0.013587043|0.1613483|0.23656152|0.21860537|-0.1466451|0.37638727|-0.045054674|-0.19105655|-0.4072147|-0.09528418|0.2780101|-0.70491445|-0.35986444|0.33009967|0.33682296|-0.0808503|-0.23272377|-0.25945702|-0.34318137|0.38476557|0.3457199|0.24406148|0.51246595|0.4494299|-0.2264804|0.3344633|-0.121300325|0.3828082|0.40191665|0.47554666|-0.578553|-0.27488044|-0.54641557|0.3312446|0.41450626|0.5723734|0.29241273|0.26035953|0.03455693|-0.5573065|-0.04278796|0.05528433|-0.4269309|-0.0028963983|0.31593457|-0.06810889|-0.3530564|0.41352615|0.09870695|0.29544318|0.21718115|0.6738653|0.26301926|0.36736053|-0.6286173|0.04240188|0.75507164|-0.15798002|0.10244243|0.43650085|0.3384239|0.4035055|-0.18568921|0.3433848|0.2356574|0.21194623|0.10600859|-0.32864428|0.24208403|0.85956585|-0.37639883|0.12808813|-0.5681884|-0.67056763|0.2976807|-0.2772623|-0.0029162392|-0.29135415|0.36941865|0.54699653|-0.63848203|0.3200154|0.02004359|0.013917312|0.1719647|0.04884763|-0.10353996|0.50948197|0.5068264|0.06970829|0.38698232|-0.143826|-0.13191634|-0.30809087|-0.21490782|0.4607447|0.3524857|-0.28452533|-0.36228156|0.3282737
1169;0.10481195|0.13938834|0.052636996|0.5946053|-0.24848652|0.16873935|0.6305237|-0.40317357|-0.44774938|0.1306016|-0.14651503|-0.50194544|-0.23359457|0.56950706|0.22626726|0.16465023|-0.35431713|-0.43438402|-0.10249338|0.09215847|-0.003085509|0.43078354|0.21769942|0.21253917|-0.2409392|0.58674765|-0.040419176|0.15380798|0.38190094|0.15405518|-0.41989973|-0.27251914|-0.27117306|0.13275088|0.39658478|0.17454371|0.4264381|0.3424421|0.06348518|-0.54357386|-0.16653605|-0.05742979|-0.41994667|-0.10598036|0.09329833|-0.31540507|-0.22144383|0.59668756|-0.11316369|0.4508878|0.29263052|0.28076398|0.113681644|0.5440145|-0.3638715|0.1329093|0.737693|-0.1244635|-0.2571312|0.3167048|0.09745076|0.43609083|-0.011035517|0.35791215|0.11387775|-0.07350485|0.46903318|-0.6974819|0.07946879|0.49241006|-0.37446055|-0.15850356|-0.8422048|-0.47210392|0.19000068|-0.18354218|-0.3476382|-0.19559869|0.20216078|0.33856833|-0.38143846|0.17847236|-0.06797268|-0.07600094|0.64576936|0.09352399|0.057094865|0.43002155|0.37898296|0.17212448|-0.08015163|-0.26134002|-0.117206|-0.33112964|-0.6239026|0.1322246|0.26795414|-0.5609354|-0.52499074|0.21359105
1170;0.2733575|0.1966233|0.5193665|-0.07375589|0.09310867|0.71434534|0.23414254|-1.1960793|-0.7802317|-0.22522348|0.22922283|-1.8015506|-0.21179362|0.80940866|0.29105514|0.23108304|-0.741042|-0.08737922|-0.28780103|-0.27463517|0.7887046|0.2276499|-0.3830274|0.36779356|0.48047006|0.66455865|0.2589259|0.8174348|-0.043547213|0.11577873|-0.644475|0.14621001|-0.7159075|0.5883727|0.3735798|0.5740154|-0.010820836|0.2510094|-0.15987086|-0.8136043|-0.36852163|-0.24907054|-1.031714|0.28014097|0.06666481|-0.86014986|-0.3971845|0.5763275|-0.11197524|0.50363|0.66757476|0.92080307|-0.12006429|1.6797264|0.18291727|-0.13689879|0.74844736|0.36841232|-0.5640989|0.07543321|0.58632267|0.28034267|-0.35945266|0.2999646|-0.40700406|-0.10880731|0.39266258|0.39024106|0.2996417|1.3198605|-0.27233893|-0.10284553|-1.0567769|-0.4159378|0.78285146|-0.36749|-0.03675424|-0.5290892|-0.23361704|0.0025524497|-0.7961507|0.25530657|0.30695063|-0.16675508|0.5535344|-0.0118210465|-0.41631383|0.5946767|0.63814676|0.36308157|-0.21120885|0.13211022|-0.37900224|-0.40803936|0.04529798|0.20870258|-0.21416551|-0.5680647|-0.5513317|0.20180534
1171;-0.29928547|0.035324275|0.46538085|0.41717863|-0.15257296|-0.095650345|0.5669042|-0.6552711|-0.30852085|-0.2219134|0.26413903|-0.5867904|-0.80504215|0.2775975|0.125106|0.31284553|-0.47033766|0.017463058|-0.0446399|0.15087228|-0.0034205168|-0.09375894|0.09236094|0.07207249|-0.0028820336|0.42563513|-0.1263456|0.041115433|0.091718495|-0.23400822|-0.4222199|-0.0046760887|-0.22651|0.63766354|0.061903477|0.4912381|0.13138458|0.27299258|0.097777344|-0.35946247|-0.22337249|0.24796483|-0.22205085|0.26311085|-0.03926879|0.2416457|-0.2779727|0.69485885|-0.18096909|0.52893794|-0.29890785|0.47082716|0.6664616|0.88037443|-0.03585145|0.8687382|0.5073062|0.5087646|-0.35835242|0.22163586|0.4538815|-0.043860823|0.016829044|0.5078667|0.57725567|0.5663786|-0.050412595|-0.22762613|0.952924|0.8643689|-0.09572467|0.49740046|-0.59862757|-0.6492805|0.19124745|-1.0004528|0.30050987|-0.3965593|0.14597845|0.14862904|-0.69008464|0.6217743|-0.02614104|0.3895527|0.3807704|0.0050022453|0.05726905|0.0060482025|0.2048178|0.26589575|0.01056326|-0.39152107|0.22014353|-0.33740267|-0.4498996|0.35852504|-0.26361045|-0.21654053|-0.2575437|-0.031860933
1172;-0.15171951|0.14754295|0.42252338|0.15702972|-0.18906744|0.41823083|0.56776553|-0.4306254|-0.33654955|0.20499034|-0.15895154|-0.4931302|-0.40473858|0.56422824|0.11855631|-0.08960571|-0.288644|-0.25306988|-0.20488045|0.0060979277|0.14084549|0.3782194|0.31432664|-0.047651827|0.22975816|0.5627132|-0.053911433|0.3244629|-0.2313394|0.41307056|-0.59225726|-0.239817|-0.32430527|0.090409815|0.058831573|0.32835388|0.13992502|-0.1803154|0.004984647|-0.6489643|-0.15627538|0.2322041|-0.08220595|-0.11276047|0.45106107|-0.39903545|-0.010468155|0.5319363|-0.028919399|0.4537526|0.3397466|0.41950333|0.27760172|0.48577747|-0.2481885|0.07582997|0.6241324|0.088208966|-0.17787379|0.1096046|0.34450036|0.108477265|0.08573486|0.14287055|0.3715607|0.41679066|0.48921156|-0.37676314|0.36054033|0.4355514|-0.25712556|-0.041576143|-0.8344009|-0.38293856|0.45849115|-0.30124328|-0.22363861|-0.58385724|0.33957195|0.44044206|-0.6359953|0.13614306|-0.11190806|-0.19119236|0.7478106|-0.034929693|0.01038608|0.32490706|0.5188198|0.48669255|0.09080933|-0.26542252|-0.11863156|0.104046434|-0.6415049|0.535194|-0.10004075|-0.08585879|-0.48936373|-0.040980652
1173;-0.045186173|0.0011271983|2.5719404e-05|0.59074277|0.055717073|0.27437037|0.40115744|0.058836594|-0.4621777|-0.09766534|-0.05538634|-0.66766614|-0.6310564|0.4433914|0.27831066|0.09319916|-0.051632524|-0.2964325|-0.15800348|0.21391234|0.041045055|0.46683308|0.28004834|0.14039001|-0.15046172|0.393833|-0.0551761|0.35588616|0.2905097|0.26642278|-0.44713157|-0.04089631|-0.32202882|0.44044748|0.39251003|0.7357022|0.3209485|0.29877874|0.11112567|-0.47474784|0.12671974|0.24309683|-0.46212873|-0.14478412|0.2566529|-0.5265318|-0.37268642|0.73257524|0.041288607|0.28923678|0.33362016|0.2913909|0.11635959|0.41111797|-0.5582317|0.2940305|0.8134132|-0.11385186|-0.26989603|0.35216272|0.40595376|0.2934494|-0.15794888|0.22818348|0.10517298|0.17918503|-0.013651475|-0.16554701|0.055092156|0.6281053|-0.16570012|-0.112258434|-0.5923021|-0.5501462|0.31773|-0.39811492|-0.029988308|-0.070947036|0.26912162|0.46627718|-0.6878272|0.25255513|-0.078800045|0.015779972|0.43474448|0.17472592|0.1786029|0.17946494|0.25215322|0.21331456|-0.12306301|-0.12538537|-0.46616685|-0.52888846|-0.32997847|0.4979239|0.2342625|-0.10067853|-0.18427965|0.38572288
1174;-0.29219663|0.81591684|0.46018267|0.40847248|-0.17301|0.48472878|0.9551271|0.8405431|-0.207201|0.72531044|-1.1886905|-0.3746734|-0.3504574|0.48960078|0.2199434|-0.75126386|-1.2375817|-1.3371937|-1.1078666|1.2835386|0.5661884|-0.06963718|-0.16948715|0.90886843|-0.32408288|0.51043826|-0.24749973|0.34011182|-0.5810763|0.23066173|-0.68559504|-0.34322643|0.15443185|0.3819416|0.17436098|1.2190421|-0.34619373|0.1849182|-0.039394602|-0.3947864|0.47993973|-0.33901584|0.71770793|-1.1009555|-0.16524966|-1.1134064|-0.34041253|1.2925892|-0.021729305|0.026440263|0.32829726|0.17253146|-0.42520022|1.4034364|-0.8639778|0.2813137|0.95597184|-0.59154785|0.04742886|-0.60434616|0.30964038|0.12532452|0.35268527|1.4370344|0.32202786|1.4800423|1.085646|-0.5740347|0.56727755|0.49639958|-0.22769396|-0.74413|-1.2098784|-0.76349425|-0.16463116|-0.46924078|0.04673989|-0.34761125|0.4669632|0.3590938|-0.19532382|-0.23277634|-0.0040873513|-0.010311563|0.34422976|0.39394087|-0.021379814|0.65764123|1.0430515|1.4942775|-0.46033117|-0.24783736|0.95023847|-0.20893691|-1.1260648|-0.5084517|0.6394904|0.20112363|-1.1845235|-1.2375683
1175;-0.8290046|0.20154634|0.2197572|0.2589424|0.5120301|0.2913931|0.17758581|-0.26532888|-0.34770182|0.6034268|-0.45030937|0.3341121|-0.48975176|0.10742709|0.51436603|-0.29769403|-0.38785058|0.10564414|-0.0821714|-0.116677225|-0.14299859|0.40561444|0.20124333|1.2118384|0.08475633|-0.04139018|-0.25360015|0.3741579|0.52379|0.80318606|-0.08914426|-0.57427263|-0.17072995|0.3960871|0.76788384|0.403975|0.26253584|0.9374057|0.22570258|-0.20462073|-0.21104105|0.7623555|-0.8220131|-0.52032745|0.35944584|-0.1844579|-0.23062356|0.8500414|-0.34314126|0.65320104|0.25003266|0.5030502|-0.16804379|0.8359439|-0.4822384|-0.49170074|0.38443828|-0.01758217|-0.18511875|0.1429897|0.45281532|0.47583637|-0.4009078|-0.0670858|0.6568174|-0.43747258|0.027543724|-0.9190737|1.2335614|0.6427534|-0.5710035|-0.14048134|-1.0749222|-0.4565163|0.31671354|0.29279393|-0.89815235|-0.47361296|-0.1477305|0.15434428|-1.0721142|-0.10017493|-0.16564825|0.72043926|0.6341804|0.29175264|-0.20018749|-0.28520846|0.32396045|0.47607908|0.044465315|-0.060221136|-0.09588167|-0.3393213|-0.73521835|0.5120142|0.055582542|-0.29045928|-0.5642688|0.47491813
1176;-0.16741814|0.6541133|0.8936821|-0.14231664|0.20760404|0.33174068|0.10505976|-0.19996445|-0.283343|-0.19522089|0.19836783|-0.49275297|-0.31428927|0.11134291|-0.16157387|-0.24207129|-0.44234312|0.2043199|-0.12089373|0.24801365|-0.17262651|0.969607|0.24678135|0.36788285|-0.03679928|0.45551574|-0.087860726|0.2292798|0.057585686|-0.5022919|-0.2824883|-0.06350903|-0.24638942|0.4568522|-0.20818606|0.1425277|0.5579557|0.6157751|-0.05485083|-0.2947746|-0.111912236|0.18178782|-0.43603152|0.47398907|0.2923468|-0.057119757|-0.9541037|0.40358767|0.005709041|0.12364721|0.2292075|0.2381207|0.16928771|0.85133064|0.049186558|1.0356045|-0.05551672|-0.4481304|-0.10414232|0.17036763|0.3256969|0.16575569|-0.8327228|0.16983077|0.65262276|0.04035321|0.08082857|-0.18450412|6.198883e-05|0.43345714|-0.10856965|0.36036038|-0.9425137|-0.32709152|0.51930255|-0.4325258|-0.044955797|-0.19752643|0.19227141|0.31516322|-0.8297634|0.13896847|-0.27000058|-0.49600583|0.12968779|-0.201937|0.23273|0.014218405|-0.06739128|0.33101216|0.12476981|-0.41279373|-0.32860136|-0.11511928|-0.63788897|0.38650393|0.046727974|-0.8119611|-0.058246672|0.41615254
1177;-0.135524|0.30732715|0.41826212|0.37125084|-0.014508073|0.3613261|0.15110607|-0.18722034|-0.46585494|0.21858956|0.34845042|-0.7267495|-0.15644304|0.40700898|0.15698749|-0.14792882|-0.13716596|-0.19804724|-0.12898849|0.1298339|0.42464375|0.5685291|0.41043863|0.3777972|-0.14469036|0.5285955|-0.10724655|0.21965265|0.22415334|0.3467747|-0.22728056|-0.35581934|-0.16715346|0.087688416|0.2683566|0.5002531|0.3279025|0.08771771|0.50640994|-0.103548706|-0.09550753|-0.0035322383|-0.33790135|-0.07766112|-0.032191575|-0.027114838|-0.44512984|0.5431719|0.0441048|0.6217995|0.2594652|0.4427026|0.30301678|0.35773814|-0.46220583|0.4806054|0.61709744|-0.010193296|-0.15572149|0.15108547|0.40131956|0.26346493|-0.3589915|0.15353847|0.14970712|0.24597424|0.19845736|-0.4241096|0.26260105|0.62039673|-0.75625324|0.09149116|-0.66478086|-0.58958954|0.17903022|-0.35282025|0.06381349|-0.2881754|0.48496225|0.26481706|-0.5847727|0.21084964|0.21387051|-0.1565724|0.6059277|0.04328853|0.38221717|0.55555385|0.103179604|0.1932971|-0.23614328|-0.09375798|-0.3983848|-0.54801905|-0.45124355|0.3622685|0.2216961|-0.5184257|-0.27694833|0.116233125
1178;-0.18036082|0.060741827|0.4174456|0.39211586|0.11975512|0.42776754|0.29800257|-0.2028081|-0.3415051|0.19096273|-0.10826774|-0.6080497|-0.37745285|0.30487034|0.34999648|-0.27554062|-0.18538469|-0.27560306|-0.18168977|0.22336966|0.02954632|0.34048095|0.28783524|0.22546305|-0.09097464|0.57267445|-0.09457875|0.40360552|0.4058555|0.26098087|-0.36414006|-0.090451725|-0.22954121|0.29642886|0.31459183|0.45028937|0.48888546|0.33106887|0.11496484|-0.2789993|0.049175836|0.21774004|-0.37531555|-0.124265194|0.28898206|-0.330769|-0.4725607|0.49311757|-0.014653577|0.7239934|0.17376912|0.12521799|0.04782474|0.57427263|-0.4233417|0.3163954|0.7220459|-0.23559907|-0.33585286|0.24838282|0.31178048|0.42427135|-0.058142886|0.20833467|0.017210513|0.1360116|0.083836794|-0.63803387|0.21525815|0.61458063|-0.32233697|-0.061678514|-1.0267842|-0.47708237|0.24222606|-0.47461557|-0.23019502|-0.16687542|0.14350477|0.38921893|-0.57398844|0.2498955|0.21862088|-0.18233436|0.48362124|0.20538233|0.14125216|0.2934051|0.32499593|0.17393917|0.047031987|-0.05279082|-0.24320167|-0.3255383|-0.43600413|0.4475569|0.12073079|-0.7640439|-0.2492924|0.25092706
1179;-0.044258326|0.17822237|0.23781057|0.2820483|0.10605043|0.21530005|0.008424342|0.040133968|-0.5087892|0.18118507|0.044337068|-0.78843963|-0.37006703|0.025194466|0.29492566|0.07720232|-0.05469638|-0.46313643|-0.15552129|0.21833742|-0.14565398|0.21023436|0.19434944|0.28008512|-0.20100646|0.80832875|0.2179295|0.16295467|0.5353174|0.22077122|-0.30095387|-0.10382321|-0.4282987|0.28704914|0.030994952|0.604932|0.19235206|0.42717957|0.31236976|-0.4864313|-0.031277984|-0.0038302466|-0.74435216|-0.12807336|0.28019997|-0.5394344|-0.3074566|0.46351308|-0.07259439|0.57457596|0.095576|-0.00865823|0.25742313|0.74875265|-0.31180787|0.31641835|0.57934284|-0.18447301|0.18853103|0.24498999|0.42509526|0.42297748|-0.25820592|0.45476165|-0.22099124|0.31074953|-0.13532017|-0.3237241|0.12470269|0.9924425|-0.43810144|0.12788916|-0.81602985|-0.51409274|0.21804217|-0.42279583|0.03186941|-0.29654437|0.12015091|0.4856164|-0.8138728|0.33389902|0.14247587|-0.15626082|0.5496042|0.39624405|0.037612636|0.05578339|0.38988328|-0.007841855|-0.112610996|-0.16256586|-0.2836272|-0.36266896|-0.6520621|0.31012332|0.31664997|-0.36115974|-0.22787735|-0.09640275
1180;-0.10311265|0.20478138|0.2551697|0.7935877|-0.36798665|0.6117817|0.17250817|-0.17568433|-0.014706403|0.070483595|-0.13895336|-0.75515646|-0.22448115|0.27071983|0.37160248|0.0035214238|-0.15987143|-0.5070042|-0.14952385|0.30850285|0.12496312|0.47972912|0.33118603|0.13912956|-0.36593565|0.54198194|-0.13421609|0.22633643|0.44929165|0.3196946|-0.47671017|-0.06439738|-0.26143312|0.04354149|0.011089653|0.37082738|0.31376332|0.14229137|0.2320849|-0.31686231|-0.011905715|0.01678142|-0.59323144|-0.14877981|-0.058259234|-0.46604836|-0.29358652|0.4396069|-0.090260714|0.71495694|0.3734298|0.5140225|0.19058901|0.48389566|-0.54571587|0.42132312|0.54499096|-0.116733715|-0.23396206|0.33078775|0.37065998|0.15725051|-0.20806365|0.40004486|0.122687876|0.00850445|0.12133229|-0.4804466|0.2154549|0.5131663|-0.26943335|-0.024316758|-0.70213735|-0.5421833|0.20758113|-0.30798638|-0.24014881|-0.45064026|0.09927946|0.40969375|-0.55004275|0.28174677|0.0105137825|0.23453525|0.6199225|-0.040182427|0.15185475|0.24324085|0.39904633|-0.1177561|-0.08421515|-0.3692965|-0.3575498|-0.33137786|-0.6084359|0.33781692|0.34372386|-0.5259187|-0.20682713|0.2679335
1181;-0.087033965|0.11996022|0.25982302|0.433578|-0.016408775|0.4807167|0.05606103|-0.061406612|-0.13086304|0.23624113|-0.040539566|-0.7486398|-0.17269294|0.24909185|0.34546518|-0.13370596|-0.13903774|-0.43350732|-0.2077768|0.29671985|0.3513563|0.22574125|0.47063154|0.17651722|-0.26130527|0.4543689|0.08895992|0.22786179|0.4237451|0.11412115|-0.31766918|-0.28802866|-0.34706602|0.42239642|0.1992866|0.5514825|0.57576275|0.34822142|0.012325175|-0.33096412|-0.21551648|0.18885925|-0.4943935|0.0085536055|0.29616734|-0.2944373|-0.48944435|0.53043914|0.27688146|0.6571336|0.034175828|0.24841458|0.24663368|0.7258198|-0.5261923|0.3183461|0.59674543|-0.1333344|-0.24722974|0.50288576|0.4529069|0.22971977|-0.17809506|0.24552941|0.14598718|0.22062485|0.14080314|-0.44364527|0.22597885|0.6251184|-0.4012322|0.025077544|-0.8320667|-0.3011123|0.34973347|-0.18152761|-0.1363438|-0.22938702|0.39015293|0.5442909|-0.6980613|0.25443345|0.13861538|-0.030118514|0.7070265|0.54791623|0.21505204|0.38465387|0.20714338|0.4345196|0.03841792|-0.13020366|0.039554298|-0.48778114|-0.46578005|0.27973023|-0.0009248182|-0.53774184|-0.48108622|0.37673753
